Nombre,Vecindad,Lugar Muerte,Fecha,Modo
"Idoriaga Inchausti, Pascual",Kortezubi,Noja,14/08/1937,Muerto Frente
"Idoyaga Madariaga, Manuel",Forua,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Iduya Ocariz, Marcelino",Zigoitia,Murgia,17/08/1936,Fusilado
"Igano Munoz, Francisco",,,13/05/1937,Muerto Frente
"Igareta Eguiguren, Miguel",Donostia-San Sebastián,Asturias,22/10/1936,Muerto Frente
"Igartua Lastra, Jose Maria",Beasain,Mutiloa,29/07/1936,Fusilado
"Igartua Menchaka, Tomas",Bilbo,Hospital Civil,06/05/1937,Muerto Frente
"Igartua Polo, Hilario",Beasain,,06/08/1936,Fusilado
"Igartua Polo, Isidro",Beasain,Beasain,27/07/1936,Fusilado
"Igartua, Teodoro",,,31/05/1937,Muerto Frente
"Igarza Zubieta, Francisco",Ermua,Santoña,08/01/1938,Muerto Prision
"Igarzabal Otegui, Ramon",Gabiria,Bizkargi,21/05/1937,Muerto Frente
"Iglesias Alonso, Jose Luis",Barakaldo,Sollube,14/05/1937,Muerto Frente
"Iglesias Ansano, Luis",Donostia-San Sebastián,Donostia-San Sebastián,27/07/1940,Fusilado
"Iglesias Campo, Eutiquio",Deustu,Basurto-Zorroza,20/04/1937,Muerto Frente
"Iglesias Casas, Luis",,,,Muerto Frente
"Iglesias Diaz, Juan",Sestao,Asturias,19/03/1937,Muerto Frente
"Iglesias Dominguez, Santiago",,,05/05/1937,Muerto Frente
"Iglesias Elices, Jesus",Palencia,Eibar,25/04/1937,Muerto Frente
"Iglesias Escudero, Deogracias",Santurtzi,Aramayona,02/12/1936,Muerto Frente
"Iglesias Exposito, Conrado",Oviedo,"Gernika-Lumo, Vizcaya",05/03/1939,Muerto Prision
"Iglesias Fernandez, Francisco",,Amurrio,27/05/1937,Muerto Frente
"Iglesias Fernandez, Manuel ",,Deusto,28/04/1938,Muerto Prision
"Iglesias Fernandez, Marina",Castrillon,Saturraran,29/11/1938,Muerto Prision
"Iglesias Fernandez, Ramon",Bilbo,Bilbo,20/06/1938,Fusilado
"Iglesias Fernandez, Tomas",Sama de Langreo,Legutio,02/12/1936,Muerto Frente
"Iglesias Frias, Manuel",Barakaldo,Barazar,07/04/1937,Muerto Frente
"Iglesias Garcia, Angel",Bilbo,Asturias,20/10/1936,Muerto Frente
"Iglesias Garcia, Gerardo",,Las Nieves,28/07/1937,Muerto Frente
"Iglesias Iglesias, Julio",Errenteria,,22/11/1936,Fusilado
"Iglesias Iturri, Antonio",Bermeo,Asturias,21/02/1937,Muerto Frente
"Iglesias Jauregui, Eduardo",,Santa Marina,15/06/1937,Muerto Frente
"Iglesias Jauregui, Felipe",Donostia-San Sebastián,Irun,04/09/1936,Muerto Frente
"Iglesias Las Heras, Fabio",,,,Muerto Frente
"Iglesias Las Heras, Ignacio",,,,Muerto Frente
"Iglesias Llanes, Jose",Bilbo,Galera,04/07/1938,Fusilado
"Iglesias Lopez, Ramon",Somorrostro,Asturias,21/02/1937,Muerto Frente
"Iglesias Lozano, Joaquin",Barakaldo,Mungia,22/05/1937,Muerto Frente
"Iglesias Molinero, Martina",Ciudad Rodrigo,Saturraran,25/03/1940,Muerto Prision
"Iglesias Ortiz, Constantino",Tolosa,Vera de Bidasoa,17/11/1936,Fusilado
"Iglesias Palacio, Jose",Karrantza,"Durango, Durango",25/04/1937,Muerto Frente
"Iglesias Pastor, Santiago",Getxo,Araba,12/04/1937,Muerto Frente
"Iglesias Santos, Angel",Bilbo,Arrasate,26/09/1936,Muerto Frente
"Iglesias Vicente, Esteban",Barakaldo,Plentzia,08/10/1936,Muerto Frente
"Iglesias, Luis",Bilbo,Banderas,18/02/1940,Fusilado
"Ignoriza Sagarminaga, Manuel",Galdames,Donostia-San Sebastián,24/07/1936,Muerto Frente
"Iguaran Palou, Emilio",,Basurto-Zorroza,12/06/1937,Muerto Frente
"Ilarria Ichaso, Alfonso",Donostia-San Sebastián,Irun,04/09/1936,Muerto Frente
"Illarramendi Furundarena, Eusebio",Usurbil,Ubidea,01/12/1936,Muerto Frente
"Illarramendi, Jose",,,24/05/1937,Muerto Frente
"Illarria Ichasun, Alfonso",Donostia-San Sebastián,Donostia-San Sebastián,04/09/1936,Muerto Frente
"Illera Lechuga, Marcelino",Bilbo,Bilbo,13/12/1937,Fusilado
"Ilran, Antonio",,,10/05/1937,Muerto Frente
"Imaz Andueza, Francisco",Donostia-San Sebastián,,,Muerto Frente
"Imaz Arrizabalaga, Anselmo",Deba (Begriffsklärung),Donostia-San Sebastián,20/05/1939,Fusilado
"Imaz Borda, Juan",Donostia-San Sebastián,Donostia-San Sebastián,27/08/1940,Fusilado
"Imaz Otadury, Jesus",Tolosa,Olaeta,04/04/1937,Muerto Frente
"Imaz Rojo, Eloy",Melilla,,26/04/1937,Muerto Frente
"Inchaurbe Gamucio, Clemente",Dima,Bilbo,04/09/1937,Fusilado
"Inchaurraga Mugica, Francisco",Eibar,Lemoa,03/06/1937,Muerto Frente
"Inchaurrondo Mugica, Victor",Karrantza,Irun,01/09/1936,Muerto Frente
"Inchauste Madaras, Jose",,,,Muerto Frente
"Inchausti Arocena, Jose Maria",Legazpi,Otxandio,01/12/1936,Muerto Frente
"Inchausti Berazategui, Jose Ignacio",Beasain,Beasain,28/07/1936,Fusilado
"Inchausti Cabezon, Roman",Barakaldo,Basurto-Zorroza,08/04/1937,Muerto Frente
"Inchuste, Jesus",,Valle de Trápaga-Trapagaran,10/05/1937,Muerto Frente
"Incio Alvarez, Jose",Trubia,"Gernika-Lumo, Vizcaya",30/05/1939,Muerto Prision
"Inda Loza, Vicente",Arrasate,Izuzkitza,21/09/1936,Muerto Frente
"Indacoechea Echeguia, Juan Bautista",Donostia-San Sebastián,Donostia-San Sebastián,09/01/1940,Fusilado
"Infante Hoyos, Mariano",Paredes De Nava,,may-37,Desaparecido
"Infantes, Polo",Altsasu,,,Muerto Frente
"Insausti Arana, Juan Bautista",Donostia-San Sebastián,Donostia-San Sebastián,05/10/1936,Fusilado
"Insausti Arruti, Jose",Donostia-San Sebastián,Hernani,01/10/1936,Fusilado
"Insausti Martinez, Jose Manuel",Lezo,,06/10/1936,Fusilado
"Insausti Zuzuareggui, Esteban",Errenteria,,09/10/1936,Fusilado
"Intxauspe Garagorri, Claudio",Donostia-San Sebastián,Otxandio,04/04/1937,Muerto Frente
"Inunciaga Iturbe, Ignacio",Bilbo,Sollube,17/05/1937,Muerto Frente
"Inarra Esnal, Miguel",Getaria,Mar Cantábrico,05/03/1937,Muerto Frente
"Inarra, Ildefonso",Bergara,Eibar,20/10/1936,Fusilado
"Inarra, Jose Ignacio",,Mar Cantábrico,15/01/1937,Muerto Frente
"Inarra, Tomas",Bergara,Eibar,20/10/1936,Fusilado
"Inarritu, Antonio","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Inigo Garcia, Donato",Gasteiz,Logrono,27/08/1936,Fusilado
"Iniguez De Heredia Diaz De Garayo, Esteban",Gasteiz,Uribarri,28/08/1936,Fusilado
"Iniguez De Heredia Martinez De Ibarreta, Hilario",Zalduondo,Gasteiz,09/12/1936,Fusilado
"Iniguez De Heredia Martinez De Ibarreta, Toribio",Zalduondo,Gasteiz,09/12/1936,Fusilado
"Iniguez Nieva, Jaime",Santurtzi,Barazar,07/04/1937,Muerto Frente
"Iniguez Ruiz, Alfredo",Bilbo,Bilbo,17/12/1937,Fusilado
"Iniguez Ruiz, Balbina",Alonsotegi,Alonsotegi,13/06/1937,Bombardeo
"Inurrieta Inarra, Juan",Donostia-San Sebastián,Durango (Durango),07/03/1937,Muerto Frente
"Inurrieta Ubillos, Ramon",Donostia-San Sebastián,Gusen (Fluss),08/09/1941,Muerto Prision
"Inurritegui Maquibar, Placido",Legazpi,Artxanda,15/06/1937,Muerto Frente
"Iparraguirre Orbegozo, Francisco",Azpeitia,Zornotza,23/12/1936,Muerto Frente
"Ipas Jarnes, Agustin",Bilbo,Mungia,20/05/1937,Muerto Frente
"Ipenza Bedialauneta, Juan",Bilbo,"Durango, Durango",31/03/1937,Muerto Frente
"Ipina Irazabal, Jose",,Sollube,13/05/1937,Muerto Frente
"Ipina Urrutia, Valentin",Donostia-San Sebastián,"Durango, Durango",30/10/1936,Muerto Frente
"Ipina, Isidro",,Hospital Civil,05/10/1936,Muerto Frente
"Iracheta Quilez, Florencio",Irun,"Burgos, Burgos",01/03/1938,Fusilado
"Iraculis, Donato",,,06/06/1937,Muerto Frente
"Iraeta Gabarain, Bonifacio",Donostia-San Sebastián,Asturias,23/02/1937,Muerto Frente
"Iraeta Irigoien, Jose",Bilbo,"Durango, Durango",29/04/1937,Muerto Frente
"Iraeta San Vicente, Policarpo",Bergara,Berastegi,23/07/1936,Muerto Frente
"Iraola Isla, Julian",Bilbo,Orduna,11/12/1936,Muerto Frente
"Iraola Marcos, Pablo",,Otxandio,04/04/1937,Muerto Frente
"Iraola Telleria, Enrique",Eibar,Etxano,17/05/1937,Fusilado
"Iraola Urraburua, Esteban",,Amurrio,10/06/1937,Muerto Frente
"Iraola, Lino",,,23/05/1937,Muerto Frente
"Irastorza Echeverria, Miguel",Errenteria,Donostia-San Sebastián,16/12/1936,Fusilado
"Irastorza Intxausti, Juan",Gabiria,Otxandio,04/04/1937,Muerto Frente
"Irastorza Mato, Martin",Bilbo,Otxandio,04/04/1937,Muerto Frente
"Irastorza Santa Cruz, Jose","Durango, Durango",Bizkargi,15/05/1937,Muerto Frente
"Irasuegui Gorostiza, Bienvenido",Otxandio,Otxandio,22/07/1936,Bombardeo
"Irasuegui Leturiaga, Laureano",Arrazola,Durango (Durango),10/10/1936,Muerto Frente
"Irataza, Juan",,,17/05/1937,Muerto Frente
"Iraundegui Ibarra, Jose Ignacio",Santurtzi,Kanpazar,24/04/1937,Muerto Frente
"Iraya Azconaga, Lucia","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Irazabal Mutio, Luis",,Santo Domingo de la Calzada,16/06/1937,Muerto Frente
"Irazabal Saez, Francisco",Gasteiz,Donostia-San Sebastián,22/07/1936,Muerto Frente
"Irazabal San Jose, Julio",Mañaria,Otxandio,22/07/1936,Muerto Frente
"Irazola Municha, Angeles","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Irazola Municha, Juana","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Irazola Urrutia, Vicente",Arrasate,Oiartzun,02/11/1936,Fusilado
"Irazu Borda, German",Donostia-San Sebastián,Igeldo,16/09/1936,Fusilado
"Irazu Eceiza, Miguel Martin",Asteasu,,24/10/1936,Fusilado
"Irazu Montegui, Alfonso",Pasaia,"Durango, Durango",25/09/1936,Muerto Frente
"Irazuegui Arechavaleta, Ciriaco",Otxandio,Oiartzun,06/11/1936,Fusilado
"Irazuegui Gorostiza, Maria Cruz",Otxandio,Otxandio,22/07/1936,Bombardeo
"Irazusta Astobiza, Isidro",Amorebieta,Zornotza,21/05/1937,Otras Circunstancias
"Irezabal Goitia, Daniel",Bilbo,Bilbo,18/12/1937,Fusilado
"Iriarte Badiola, Jacinto",Tolosa,"Santander, Cantabria",28/08/1937,Muerto Frente
"Iriarte Barrena, Pablo",Altsasu,Álava,12/12/1936,Muerto Frente
"Iriarte Goicoechea, Fructuoso",Donostia-San Sebastián,Donostia-San Sebastián,11/02/1940,Fusilado
"Iriarte Marino, Secundino",Pasaia,Sollube,06/05/1937,Muerto Frente
"Iriarte Resano, Eusebio",Altsasu,Amorebieta-Etxano,10/05/1937,Muerto Frente
"Iriarte Zubillaga, Andres",Eskoriatza,Teruel,22/04/1937,Muerto Frente
"Iribar Uribarri, Antonio",Erandio,Zornotza,08/12/1936,Muerto Frente
"Iribar Zalbide, Inocencio",Ugao-Miraballes,Sollube,10/05/1937,Muerto Frente
"Iribarren Ezkioga, Cruz",Billabona,Tolosa,01/10/1936,Fusilado
"Iribarren, Jesus",Bilbo,Bilbo,01/09/1936,Muerto Frente
"Iriberri Olasagasti, Jaime",Errenteria,"Santander, Cantabria",21/08/1937,Fusilado
"Iridin Garabieta, Cecilia",Basauri,Derio,14/12/1937,Fusilado
"Irigaray Santos, Jesus",Gasteiz,Ibero,23/01/1937,Fusilado
"Irigoyen Alzaugaray, Jose Ramon",Donostia-San Sebastián,Donostia-San Sebastián,11/07/1939,Fusilado
"Irigoyen Arbe, Juan",,,,Desaparecido
"Irigoyen Arrizabalaga, Angel",,Zeanuri,22/05/1937,Muerto Frente
"Irigoyen Espiga, Eduardo",,,,Muerto Frente
"Irigoyen Etxarte, Guillermo",Hondarribia,Elgeta,20/04/1937,Muerto Frente
"Irigoyen Irazabal, Zoila",Abadino,"Durango, Durango",31/03/1937,Bombardeo
"Irigoyen Larranaga, Jose Manuel",Oiartzun,Estella,14/11/1936,Fusilado
"Irigoyen Michelena, Manuel",Oiartzun,,13/11/1936,Fusilado
"Irigoyen, Jose Maria",Oiartzun,,27/10/1936,Fusilado
"Iriondo Aranzamendi, Ramon",,,,Muerto Frente
"Iriondo Aspiazu, Jose M�",Elgoibar,HMPG SUKARRIETA,16/06/1937,Muerto Prision
"Iriondo Echave, Andresa",Elgeta,Hospital Civil,02/10/1936,Otras Circunstancias
"Iriondo Hornes, Julian",Santurtzi,Mauthausen,29/04/1943,Muerto Prision
"Iriondo Irusta, Rafael",Donostia-San Sebastián,Donostia-San Sebastián,06/09/1939,Fusilado
"Iriondo Uncilla, Alberto",Elgoibar,Lekeitio,22/10/1936,Bombardeo
"Iriondo Urraza, Gustavo",Barakaldo,Barakaldo,07/04/1937,Muerto Frente
"Irisarri Piquer, Luis",Donostia-San Sebastián,Donostia-San Sebastián,10/11/1936,Fusilado
"Irizar Azpillaga, Angel",,,,Muerto Frente
"Irizar Otegui, Manuel",Itsasondo,Donostia-San Sebastián,12/02/1937,Fusilado
"Irizar Zurutuza, Antonio",Lazkao,Otxandio,04/04/1937,Muerto Frente
"Irulegui Uranga, Juan Antonio",Donostia-San Sebastián,Donostia-San Sebastián,05/10/1936,Fusilado
"Irure Aguirre, Fidel",Bilbo,Bilbo,24/06/1937,Fusilado
"Irureta Gomez, Jose",Getaria,Getaria,23/11/1936,Fusilado
"Iruretagoyena Irizar, Antonio",Donostia-San Sebastián,Hospital Gernika,01/12/1936,Muerto Frente
"Irusta Allende, Domingo",Trucios,Bilbo,17/12/1937,Fusilado
"Irusta Mugarza, Jose",Deba (Begriffsklärung),Melk,13/11/1944,Muerto Prision
"Irusta, Pascual",Onati,Zornotza,11/12/1936,Muerto Frente
"Isacelaya Larizubirrementeria, Victor",Berriz,"Durango, Durango",21/05/1937,Muerto Frente
"Isasa Azkue, Jose",Donostia-San Sebastián,Asturias,23/02/1937,Muerto Frente
"Isasa Gaubeca, Pedro",Donostia-San Sebastián,Deustu,10/05/1937,Muerto Frente
"Isasa Olano, Jose",Oiartzun,Oiartzun,30/08/1936,Fusilado
